合约,交易日,开始时间,结束时间,最高价,开盘价,最低价,收盘价,成交量,成交额,持仓量,昨收价
pb2104,2020/04/17,2020/04/17 09:00:00,2020/04/17 09:01:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:01:00,2020/04/17 09:02:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:02:00,2020/04/17 09:03:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:03:00,2020/04/17 09:04:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:04:00,2020/04/17 09:05:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:05:00,2020/04/17 09:06:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:06:00,2020/04/17 09:07:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:07:00,2020/04/17 09:08:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:08:00,2020/04/17 09:09:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:09:00,2020/04/17 09:10:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:10:00,2020/04/17 09:11:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:11:00,2020/04/17 09:12:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:12:00,2020/04/17 09:13:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:13:00,2020/04/17 09:14:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:14:00,2020/04/17 09:15:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:15:00,2020/04/17 09:16:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:16:00,2020/04/17 09:17:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:17:00,2020/04/17 09:18:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:18:00,2020/04/17 09:19:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:19:00,2020/04/17 09:20:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:20:00,2020/04/17 09:21:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:21:00,2020/04/17 09:22:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:22:00,2020/04/17 09:23:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:23:00,2020/04/17 09:24:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:24:00,2020/04/17 09:25:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:25:00,2020/04/17 09:26:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:26:00,2020/04/17 09:27:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:27:00,2020/04/17 09:28:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:28:00,2020/04/17 09:29:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
pb2104,2020/04/17,2020/04/17 09:29:00,2020/04/17 09:30:00,13835.0,13835.0,13835.0,13835.0,0.0,0.0,0.0,13835.0
