合约,交易日,开始时间,结束时间,最高价,开盘价,最低价,收盘价,成交量,成交额,持仓量,昨收价
l2103,2020/04/01,2020/04/01 09:00:00,2020/04/01 09:01:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:01:00,2020/04/01 09:02:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:02:00,2020/04/01 09:03:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:03:00,2020/04/01 09:04:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:04:00,2020/04/01 09:05:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:05:00,2020/04/01 09:06:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:06:00,2020/04/01 09:07:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:07:00,2020/04/01 09:08:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:08:00,2020/04/01 09:09:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:09:00,2020/04/01 09:10:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:10:00,2020/04/01 09:11:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:11:00,2020/04/01 09:12:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:12:00,2020/04/01 09:13:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:13:00,2020/04/01 09:14:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:14:00,2020/04/01 09:15:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:15:00,2020/04/01 09:16:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:16:00,2020/04/01 09:17:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:17:00,2020/04/01 09:18:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:18:00,2020/04/01 09:19:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:19:00,2020/04/01 09:20:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:20:00,2020/04/01 09:21:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:21:00,2020/04/01 09:22:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:22:00,2020/04/01 09:23:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:23:00,2020/04/01 09:24:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:24:00,2020/04/01 09:25:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:25:00,2020/04/01 09:26:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:26:00,2020/04/01 09:27:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:27:00,2020/04/01 09:28:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:28:00,2020/04/01 09:29:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:29:00,2020/04/01 09:30:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:30:00,2020/04/01 09:31:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:31:00,2020/04/01 09:32:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:32:00,2020/04/01 09:33:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:33:00,2020/04/01 09:34:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:34:00,2020/04/01 09:35:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:35:00,2020/04/01 09:36:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:36:00,2020/04/01 09:37:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:37:00,2020/04/01 09:38:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:38:00,2020/04/01 09:39:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:39:00,2020/04/01 09:40:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:40:00,2020/04/01 09:41:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:41:00,2020/04/01 09:42:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:42:00,2020/04/01 09:43:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:43:00,2020/04/01 09:44:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:44:00,2020/04/01 09:45:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:45:00,2020/04/01 09:46:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:46:00,2020/04/01 09:47:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:47:00,2020/04/01 09:48:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:48:00,2020/04/01 09:49:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:49:00,2020/04/01 09:50:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:50:00,2020/04/01 09:51:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:51:00,2020/04/01 09:52:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:52:00,2020/04/01 09:53:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:53:00,2020/04/01 09:54:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:54:00,2020/04/01 09:55:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:55:00,2020/04/01 09:56:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:56:00,2020/04/01 09:57:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:57:00,2020/04/01 09:58:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:58:00,2020/04/01 09:59:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 09:59:00,2020/04/01 10:00:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 10:00:00,2020/04/01 10:01:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 10:01:00,2020/04/01 10:02:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 10:02:00,2020/04/01 10:03:00,5765.0,5765.0,5765.0,5765.0,0.0,0.0,59.0,5765.0
l2103,2020/04/01,2020/04/01 10:03:00,2020/04/01 10:04:00,5635.0,5635.0,5635.0,5635.0,1.0,28175.0,60.0,5765.0
l2103,2020/04/01,2020/04/01 10:04:00,2020/04/01 10:05:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:05:00,2020/04/01 10:06:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:06:00,2020/04/01 10:07:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:07:00,2020/04/01 10:08:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:08:00,2020/04/01 10:09:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:09:00,2020/04/01 10:10:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:10:00,2020/04/01 10:11:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:11:00,2020/04/01 10:12:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:12:00,2020/04/01 10:13:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:13:00,2020/04/01 10:14:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:14:00,2020/04/01 10:15:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:30:00,2020/04/01 10:31:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:31:00,2020/04/01 10:32:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:32:00,2020/04/01 10:33:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:33:00,2020/04/01 10:34:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:34:00,2020/04/01 10:35:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:35:00,2020/04/01 10:36:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:36:00,2020/04/01 10:37:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:37:00,2020/04/01 10:38:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:38:00,2020/04/01 10:39:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:39:00,2020/04/01 10:40:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:40:00,2020/04/01 10:41:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:41:00,2020/04/01 10:42:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:42:00,2020/04/01 10:43:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:43:00,2020/04/01 10:44:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:44:00,2020/04/01 10:45:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:45:00,2020/04/01 10:46:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:46:00,2020/04/01 10:47:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:47:00,2020/04/01 10:48:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:48:00,2020/04/01 10:49:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:49:00,2020/04/01 10:50:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:50:00,2020/04/01 10:51:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:51:00,2020/04/01 10:52:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:52:00,2020/04/01 10:53:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
l2103,2020/04/01,2020/04/01 10:53:00,2020/04/01 10:54:00,5635.0,5635.0,5635.0,5635.0,0.0,0.0,60.0,5635.0
