合约,交易日,开始时间,结束时间,最高价,开盘价,最低价,收盘价,成交量,成交额,持仓量,昨收价
MA104,2020/04/21,2020/04/21 09:00:00,2020/04/21 09:01:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:01:00,2020/04/21 09:02:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:02:00,2020/04/21 09:03:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:03:00,2020/04/21 09:04:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:04:00,2020/04/21 09:05:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:05:00,2020/04/21 09:06:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:06:00,2020/04/21 09:07:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:07:00,2020/04/21 09:08:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:08:00,2020/04/21 09:09:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:09:00,2020/04/21 09:10:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:10:00,2020/04/21 09:11:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:11:00,2020/04/21 09:12:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:12:00,2020/04/21 09:13:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:13:00,2020/04/21 09:14:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:14:00,2020/04/21 09:15:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:15:00,2020/04/21 09:16:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:16:00,2020/04/21 09:17:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:17:00,2020/04/21 09:18:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:18:00,2020/04/21 09:19:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:19:00,2020/04/21 09:20:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:20:00,2020/04/21 09:21:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:21:00,2020/04/21 09:22:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:22:00,2020/04/21 09:23:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
MA104,2020/04/21,2020/04/21 09:23:00,2020/04/21 09:24:00,1821.0,1821.0,1821.0,1821.0,0.0,0.0,0.0,1821.0
